-0.849052,-0.459907,2.28463,1.93141,1.11019,-2.70929
-0.849227,-0.459714,2.28459,1.93125,1.11036,-2.70944
-0.849365,-0.459631,2.28434,1.93056,1.11059,-2.70953
-0.849472,-0.459452,2.28418,1.93005,1.1107,-2.7098
-0.849462,-0.459486,2.28379,1.92914,1.11063,-2.70944
-0.849599,-0.45887,2.28349,1.92759,1.11066,-2.70961
-0.84969,-0.458308,2.2833,1.92626,1.11082,-2.70981
-0.849711,-0.458128,2.28298,1.92518,1.11085,-2.7098
-0.849697,-0.457874,2.28258,1.9237,1.11086,-2.70968
-0.850006,-0.457407,2.28229,1.92242,1.11153,-2.70997
-0.850244,-0.45707,2.28197,1.92143,1.11186,-2.70974
-0.850418,-0.457164,2.28172,1.92106,1.11231,-2.70998
-0.8508,-0.456996,2.28137,1.92037,1.11302,-2.70985
-0.851078,-0.456838,2.2809,1.91913,1.11354,-2.70994
-0.851608,-0.45623,2.28042,1.91749,1.11449,-2.70972
-0.852126,-0.455687,2.27982,1.91549,1.11555,-2.70989
-0.852504,-0.454901,2.2789,1.91216,1.11635,-2.70997
-0.853006,-0.453724,2.27804,1.90854,1.11734,-2.7101
-0.853592,-0.452544,2.27699,1.90431,1.11858,-2.71026
-0.854195,-0.450771,2.27593,1.89931,1.11955,-2.71009
-0.854617,-0.449566,2.27482,1.89483,1.12042,-2.71026
-0.855241,-0.447818,2.27365,1.88974,1.1214,-2.71
-0.855928,-0.446146,2.27257,1.88501,1.12274,-2.71019
-0.856657,-0.44443,2.27131,1.87984,1.12384,-2.71002
-0.857209,-0.44334,2.2701,1.87566,1.12481,-2.71017
-0.858027,-0.442148,2.26865,1.87089,1.12648,-2.71013
-0.858921,-0.440493,2.26733,1.86587,1.12811,-2.71065
-0.859723,-0.439302,2.26574,1.86073,1.12988,-2.71111
-0.860449,-0.438044,2.26408,1.85539,1.13128,-2.71097
-0.861445,-0.436134,2.26248,1.84935,1.13317,-2.71147
-0.862267,-0.434539,2.26071,1.84334,1.13457,-2.71149
-0.8632,-0.433105,2.2588,1.83728,1.13642,-2.71157
-0.864182,-0.431129,2.25703,1.83089,1.13792,-2.71161
-0.864987,-0.429753,2.25517,1.82497,1.13924,-2.71165
-0.865982,-0.428036,2.25325,1.81869,1.14085,-2.7116
-0.866688,-0.426617,2.25112,1.81165,1.14241,-2.71194
-0.867813,-0.424524,2.24888,1.80383,1.14427,-2.7119
-0.868691,-0.422592,2.2465,1.79548,1.14585,-2.71191
-0.869833,-0.420277,2.2439,1.78612,1.14793,-2.71212
-0.870792,-0.417972,2.24127,1.77642,1.14975,-2.71257
-0.872024,-0.415333,2.2385,1.76616,1.15209,-2.71291
-0.873108,-0.413019,2.23598,1.75698,1.15382,-2.7133
-0.874256,-0.410659,2.23323,1.74735,1.15554,-2.71315
-0.875371,-0.408575,2.23082,1.73881,1.15739,-2.71378
-0.876414,-0.407038,2.22834,1.73103,1.15881,-2.71333
-0.877512,-0.405964,2.22595,1.72415,1.1604,-2.71301
-0.878654,-0.404703,2.22364,1.71715,1.16198,-2.71256
-0.879611,-0.403417,2.22138,1.70997,1.16303,-2.71215
-0.880866,-0.401676,2.21889,1.70188,1.16452,-2.71137
-0.882056,-0.400206,2.21631,1.6937,1.16624,-2.71094
-0.882921,-0.398447,2.21365,1.6845,1.16728,-2.71119
-0.884009,-0.396278,2.21068,1.67415,1.16855,-2.71091
-0.884784,-0.394936,2.20745,1.66387,1.16969,-2.71107
-0.885637,-0.393267,2.20431,1.6535,1.17066,-2.71059
-0.886659,-0.391663,2.2012,1.64319,1.1723,-2.71083
-0.887764,-0.390119,2.19781,1.63255,1.17361,-2.70958
-0.888982,-0.388344,2.1949,1.62291,1.1752,-2.70884
-0.890058,-0.386715,2.19189,1.61302,1.17641,-2.70783
-0.89122,-0.385423,2.18868,1.60306,1.17804,-2.70655
-0.892289,-0.383862,2.1853,1.59208,1.17937,-2.70536
-0.893393,-0.382456,2.18171,1.58072,1.18112,-2.70475
-0.894481,-0.380957,2.17826,1.56961,1.18278,-2.70451
-0.89582,-0.378909,2.17453,1.55763,1.18442,-2.70377
-0.897057,-0.377543,2.17107,1.54705,1.18629,-2.70378
-0.898276,-0.376055,2.16781,1.53681,1.18808,-2.70351
-0.899313,-0.374936,2.16464,1.52716,1.18944,-2.70324
-0.900392,-0.374118,2.16177,1.51881,1.19119,-2.70339
-0.901402,-0.373405,2.15895,1.51087,1.19263,-2.70299
-0.902303,-0.372841,2.15605,1.50252,1.19424,-2.70337
-0.903261,-0.37215,2.15347,1.49505,1.19579,-2.70328
-0.90421,-0.371645,2.15079,1.48748,1.1975,-2.70346
-0.905127,-0.370961,2.14786,1.47911,1.19887,-2.70261
-0.905951,-0.370369,2.14545,1.47196,1.20038,-2.70277
-0.906955,-0.369295,2.14292,1.46411,1.20212,-2.70266
-0.908016,-0.368252,2.14043,1.4565,1.20422,-2.70271
-0.908931,-0.367457,2.1376,1.44827,1.20606,-2.70236
-0.909816,-0.366839,2.13485,1.44023,1.2083,-2.70279
-0.910632,-0.366371,2.13164,1.43125,1.21057,-2.7028
-0.911658,-0.365637,2.12819,1.42156,1.21321,-2.70293
-0.912608,-0.365035,2.12486,1.41226,1.21625,-2.70387
-0.913643,-0.364161,2.12123,1.40228,1.2188,-2.70362
-0.914365,-0.36398,2.11783,1.39345,1.22113,-2.70351
