-0.000003,0.000003,0.000003,0.000003,-0.000003,-0.000003
-0.000020,0.000020,0.000020,0.000020,-0.000020,-0.000020
-0.000067,0.000067,0.000067,0.000067,-0.000067,-0.000067
-0.000157,0.000160,0.000160,0.000160,-0.000160,-0.000160
-0.000279,0.000313,0.000312,0.000313,-0.000313,-0.000313
-0.000420,0.000540,0.000535,0.000540,-0.000540,-0.000540
-0.000565,0.000858,0.000817,0.000858,-0.000858,-0.000858
-0.000711,0.001280,0.001143,0.001280,-0.001280,-0.001280
-0.000857,0.001822,0.001499,0.001822,-0.001822,-0.001822
-0.001002,0.002500,0.001870,0.002500,-0.002500,-0.002500
-0.001148,0.003327,0.002242,0.003327,-0.003327,-0.003327
-0.001293,0.004320,0.002615,0.004320,-0.004320,-0.004320
-0.001439,0.005492,0.002988,0.005492,-0.005492,-0.005492
-0.001584,0.006860,0.003361,0.006860,-0.006860,-0.006859
-0.001730,0.008437,0.003734,0.008437,-0.008437,-0.008419
-0.001875,0.010240,0.004107,0.010240,-0.010240,-0.010159
-0.002021,0.012283,0.004479,0.012283,-0.012283,-0.012062
-0.002167,0.014580,0.004852,0.014580,-0.014580,-0.014114
-0.002312,0.017148,0.005225,0.017148,-0.017148,-0.016300
-0.002458,0.020000,0.005598,0.020000,-0.020000,-0.018606
-0.002603,0.023153,0.005971,0.023153,-0.023151,-0.021015
-0.002749,0.026620,0.006344,0.026620,-0.026597,-0.023513
-0.002894,0.030418,0.006716,0.030418,-0.030324,-0.026086
-0.003040,0.034560,0.007089,0.034560,-0.034315,-0.028717
-0.003185,0.039063,0.007462,0.039063,-0.038558,-0.031392
-0.003331,0.043936,0.007835,0.043940,-0.043035,-0.034096
-0.003476,0.049170,0.008208,0.049199,-0.047732,-0.036815
-0.003622,0.054750,0.008581,0.054828,-0.052635,-0.039535
-0.003768,0.060661,0.008953,0.060811,-0.057729,-0.042255
-0.003913,0.066888,0.009326,0.067134,-0.062997,-0.044976
-0.004059,0.073416,0.009699,0.073781,-0.068426,-0.047696
-0.004204,0.080230,0.010072,0.080738,-0.074000,-0.050416
-0.004350,0.087316,0.010445,0.087989,-0.079704,-0.053137
-0.004495,0.094657,0.010818,0.095520,-0.085524,-0.055857
-0.004641,0.102240,0.011190,0.103315,-0.091444,-0.058577
-0.004786,0.110048,0.011563,0.111360,-0.097449,-0.061298
-0.004932,0.118067,0.011936,0.119639,-0.103525,-0.064018
-0.005078,0.126283,0.012309,0.128138,-0.109655,-0.066738
-0.005223,0.134680,0.012682,0.136841,-0.115827,-0.069459
-0.005369,0.143242,0.013055,0.145734,-0.122023,-0.072179
-0.005514,0.151956,0.013427,0.154802,-0.128230,-0.074899
-0.005660,0.160806,0.013800,0.164028,-0.134437,-0.077620
-0.005805,0.169776,0.014173,0.173400,-0.140645,-0.080340
-0.005951,0.178853,0.014546,0.182900,-0.146852,-0.083060
-0.006096,0.188021,0.014919,0.192516,-0.153060,-0.085781
-0.006242,0.197265,0.015292,0.202231,-0.159267,-0.088501
-0.006387,0.206570,0.015664,0.212030,-0.165475,-0.091221
-0.006533,0.215921,0.016037,0.221899,-0.171683,-0.093942
-0.006679,0.225303,0.016410,0.231822,-0.177890,-0.096662
-0.006824,0.234701,0.016783,0.241785,-0.184098,-0.099382
